Дата	СМИ	text
2023-11-10	1000Банков (1000bankov.ru)	"Тинькофф разыгрывает 5 000 000 рублей и 3 автомобиля Haval Jolion Elite среди нерезидентов - акция до 31 декабря 2023
Тинькофф Банк объявил о старте розыгрыша среди нерезидентов РФ, которые оформят дебетовую карту Блэк до конца года. Можно выиграть один из трех автомобилей или денежный приз. Общий призовой фонд денежных выигрышей 5 миллионов рублей.Чтобы принять участие в розыгрыше денег, гражданам любых стран, проживающим в данный момент в России, необходимо:Оформить дебетовую карту Тинькофф Блэк для нерезидентов.Оплатить ей любую покупку. Чтобы принять участие в розыгрыше авто, кроме вышеперечисленных условий нужно выполнить еще одно:Отправить с карты в другую страну от 20 000 рублей одним или несколькими переводами.Призовой фонд акции:3 автомобиля Haval Jolion Elite, стоимостью от 2 500 000 рублей каждый.100 денежных призов по 50 000 рублей на любые покупки.Если карта уже есть, вы можете выиграть авто за переводы с нее от 20 000 рублей в другие страны.Преимущества дебетовой карты Тинькофф Блэк для нерезидентов РФ:Переводы без комиссии в страны СНГ: до 50 000 руб./мес. с подпиской Tinkoff Pro, до 20 000 руб./мес. без подписки, свыше от 1% от суммы перевода.Платежи без комиссии в приложении: патенты, ЖКУ, связь и интернет, налоги, штрафы и госпошлины в приложении Тинькофф.Бесплатное пополнение переводом с других карт и наличными через Тинькофф. Можно получать зарплату.Язык в мобильном приложении Тинькофф можно поменять на узбекский, таджикский, кыргызский и английский.Поддержка работает без выходных на таджикском, узбекском, русском и английском языках.Дизайн карты в национальном стиле на выбор.Быстрые денежные переводы более чем в 30 стран:По номеру телефона: в Армению, Кыргызстан, Таджикистан, Абхазию и Узбекистан. Перевод придет в национальной валюте мгновенно.По реквизитам счета: в Армению, Беларусь, Казахстан, Китай, Кыргызстан, Таджикистан. В рублях, юанях, армянских драмах, белорусских рублях, тенге. Зачисление от 1 дня.По номеру карты: в Армению, Беларусь, Казахстан, Кыргызстан, Таджикистан, Южную Осетию и Абхазию. В рублях мгновенно.Peклaма. АО «Тинькофф Банк». erid=LjN8KXKYg
Дебетовая карта Тинькофф Блэк для иностранных граждан

Оформить онлайн
"
2023-11-10	1000Банков (1000bankov.ru)	"Кешбэк 10% во Вкусно и Точка по Альфа-Карте - акция до 30 ноября 2023
Альфа-Банк проводит акцию для любителей фастфуда: при оплате дебетовой Альфа-Картой в сети Вкусно и Точка клиенты получат 10% кешбэка. Карту нужно успеть оформить в ноябре.Кешбэк будет начислен за любые покупки в ресторанах быстрого питания Вкусно и Точка. Заказы, оформленные  через приложение «Вкусно - и точка» также принимают участие в акции. Заказы, оформленные через сторонние сервисы доставки в акции не участвуют. Нет минимальной и максимальной суммы покупки. Максимальная сумма кэшбэка 500 рублей. Оформить бесплатную Альфа-Карту +10% кешбэк во Вкусно и ТочкаОформить карту по акции нужно успеть до 30 ноября 2023 года включительно.Преимущества Альфа-Карты:Бесплатное обслуживание навсегда, без условийКэшбэк 10% во «Вкусно и точка»100% в барабане суперкэшбэка и 5% в 4 категориях на выборПлатежи и переводы без комиссии без ограниченийСнятие любой суммы без комиссии в Альфа-БанкеСнятие наличных без комиссии до 50 000 рублей в месяц в любых банкахPeклама. АО «Альфа-Банк». erid=LjN8K4ft7
Дебетовая карта Тинькофф Блэк

Оформить онлайн
"
2023-11-17	1000Банков (1000bankov.ru)	"Кэшбэк 100% по пятницам на продукт дня во «Вкусно — и точка» по Альфа-Карте - акция до 31 декабря
Альфа-Банк совместно с рестораном быстрого питания «Вкусно — и точка» проводят акцию «Вкусный календарь». У держателей карт Альфа-Банка есть возможность получить до 100% кешбэк за покупку продукта дня в пятницу.Как получить кэшбэк 100%:Нажмите на баннер с акцией в приложении «Вкусно — и точка», покажите кассиру или отсканируйте в электронном киоске QR-код.Оплатите покупку продукта дня Альфа-Картой картой. Купить можно в ресторане или в приложении «Вкусно — и точка». Для оплаты подойдут любые карты Альфа-Банка. Если карты нет - закажите Альфа-Карту за 40 секунд.Получите кэшбэк. Он придет на карту 10 числа следующего месяца.Продукт дня ресторана «Вкусно — и точка» открывается каждую пятницу в 00:00 по местному времени. Информация о продукте дня будет известна в 00:00 каждую пятницу по местному времени на сайте «Вкусно — и точка», в мобильном приложении «Вкусно — и точка» и на сайте в рамках акции «Вкусный календарь».Получить кешбэк можно четыре раза — 1, 8, 15 или 22 декабря, но только за продукт дня и один раз в день на одного человека, не зависимо от того, сколько у вас карт банка.Участвуют все карты Альфа-Банка:Дебетовая Альфа-Карта Платежный Альфа-стикерДебетовая Альфа-Карта ПремиумДетская Альфа-Карта Кредитная карта «365 дней без %»Рeклама. АО «Альфа-Банк». erid=LjN8K4ft7
Кредитная карта «365 дней без %» 

Подать заявку
"
2023-11-17	1000Банков (1000bankov.ru)	"Стальная дебетовая премиум карта Tinkoff Black Metal Premium с гравировкой - акция по 7 декабря 2023
Тинькофф Банк вновь выдает уникальные стальные дебетовые карты Tinkoff Black Metal Premium новым премиальным клиентам банка.Специальное предложение действует только в период с 29 ноября по 7 декабря 2023 года. Все новые клиенты, оформившие заявку на премиальную карту Black Metal Premium в период акции получают стальные карты с гравировкой. Если у вас уже есть Tinkoff Premium, для получения лимитированной карты пригласите в премиальный сервис друга в мобильном приложении Тинькофф или личном кабинете на сайте банка.Заказать стальную карту Tinkoff Black Metal PremiumТираж карты ограничен. Успейте заказать карту в блестящем дизайне со слоганом на выбор:Premium statusShine brightKrasivoeMoney cardChase your dreamsС картой вы получите премиальные возможности: доступ в бизнес-залы мира, кэшбэк до 60 000 рублей в месяц, страховку в поездках по России и миру, платежную систему «Мир» уровня Supreme.Также сейчас по карте действует акция для любителей активного образа жизни: Кэшбэк до 10% в категории Спорт по карте Tinkoff Black Premium.Peклaма. АО «Тинькофф Банк». erid=LjN8KccTA
Премиальная дебетовая карта Тинькофф Премиум

Оформить онлайн
"
2023-11-20	1000Банков (1000bankov.ru)	"Тинькофф Банк и AcademeG разыгрывают три автомобиля Лада Веста среди держателей Tinkoff Drive - акция до 12 декабря 2023
Тинькофф Банк и блогер AcademeG разыгрывают три автомобиля Лада Веста. Гарантированный бонус всем участникам розыгрыша — промокод на скидку при покупке полиса Каско в Тинькофф Страховании.Чтобы принять участие в розыгрыше, нужно проделать следующие действия:Авторизоваться как клиент Тинькофф. В розыгрыше участвуют только клиенты Тинькофф. Если карты банка еще нет, можете оформить карту Tinkoff Drive по этой ссылке.Выполнить хотя бы одно задание. За выполнение заданий вы получаете билеты. Чем больше билетов соберете, тем выше шанс выиграть. Задания доступны до 12 декабря 2023 года. Победителя случайным образом выберет блогер AcademeG 26 декабря 2023 года на своем ютуб‑канале.Какие задания нужно выполнять:Оставьте онлайн‑заявку на автокредит в ТинькоффПотратьте от 1000 руб. на заправку авто через сервис «Топливо»Оплатите ОСАГО в Тинькофф Страховании картой ТинькоффПотратьте с дебетовой карты Tinkoff Drive от 10 000 руб.Потратьте с кредитной карты Tinkoff Drive от 10 000 руб.Оплатите Каско в Тинькофф Страховании картой ТинькоффТакже 26 декабря 2023 года пройдет два дополнительных розыгрыша, в которых будут разыгрываться:100 000 руб. на топливо — 10 призов. Чтобы участвовать, авторизуйтесь на странице акции (ссылка Подробнее здесь) и выполните 1 любое задание до 12 декабря.Полис КАСКО бесплатно — 5 призов. Чтобы участвовать, зарегистрируйтесь в основном розыгрыше и до 12 декабря купите страховку в Тинькофф Страховании, кроме полиса «Драйв» — он не учитывается.Peклама. АО «Тинькофф Банк». erid=LjN8KK7xt
Кредитная карта Тинькофф Драйв для автолюбителей

Подать заявку
"
2023-11-28	1000Банков (1000bankov.ru)	"Скидка до 30% на Яндекс Маркете по кредитке Альфа-Банка 365 дней без процентов - акция бессрочная
По кредитной карте Альфа-Банка «Год без %» действует акция «Скидка до 30% на Яндекс Маркете».Как покупать на Яндекс Маркете со скидкой до 30%:Оформить кредитную карту Альфа-Банка «Год без %» Привязать её к аккаунту на Яндекс Маркете.Выбрать эту карту при оплате заказа.Скидка применится автоматически при оплате.Напоминаем, что также действует акция по карте Бесплатное обслуживание карты «365 дней без %» навсегда.Основные условия по кредитной карте Альфа:365 дней без процентов за покупки, совершённые в первые 30 дней с даты получения карты.Беспроцентный период 60 дней на покупки с 31-го дня.Кредитный лимит до 500 000 рублей.Бесплатное снятие без комиссии до 50 000 рублей в месяц (период погашения – 60 дней), свыше - 3,9% + 390 руб.При оформлении вне акции с бесплатны обслуживанием навсегда: обслуживание бесплатно в первый год, далее 990 рублей.Peклама. АО «Альфа-Банк». erid=LjN8KSqWK
Кредитная карта «365 дней без %» 

Подать заявку
"
2023-11-28	1000Банков (1000bankov.ru)	"3000 рублей кешбэка за покупки по кредитке Росбанка от 8000 рублей - акция по 31 декабря 2023
Росбанк снова запустил акцию с повышенным кешбэком за покупки по кредитной карте Мир #120наВСЁ Плюс. Выгодное предложение действует для новых клиентов банка весь декабрь.Чтобы стать участником акции и получить 3000 рублей кешбэка, необходимо:Оформить заявку на кредитную карту Росбанка Мир #120наВСЁ Плюс с 1 по 31 декабря 2023 года на специальной странице акции по ссылке ниже.Получить карту в отделении или курьерской доставкойСовершить покупки по карте на общую сумму от 8000 рублей по 31 декабря 2023 года включительно. Оформить кредитную карту Мир #120наВСЁ Плюс с акциейПри выполнении условий фиксированный кешбэк в размере 3000 рублей будет начислен до конца января 2024 года.В акции могут принять участие только новые клиенты, которые на момент старта акции не имели открытых счетов в Росбанке. Кроме акционного кешбэка держатели кредитной карты #120наВСЁ Плюс будут получать кэшбэк 5% в категории «Роза Хутор»,  3% - на покупки повышенной категории, 1% - на все остальные покупки. Максимальная сумма кешбэка в месяц - 10 000 рублей.Из основных условий по карте стоит отметить следующие:Кредитный лимит до 1 000 000 рублейЛьготный период 120 дней  на покупки, снятие наличных и переводыБесплатное обслуживаниеЕдиноразовая комиссия за выпуск карты для зарплатных клиентов 900 руб., для остальных 1800 руб.Снятие наличных и переводы с карты на карту – без комиссии до 50 000 руб. в месяц Peклaма.  ПАО РОСБАНК. erid=LjN8KDNLp
Кредитная карта Мир #120наВСЁ Плюс

Подать заявку
"
2023-11-30	1000Банков (1000bankov.ru)	"20% кешбэк на маркетплейсах по кредитке UnionPay Газпромбанка - акция по 31 декабря 2023
В Газпромбанке акция по кредитной карте UnionPay для любителей онлайн покупок на популярных маркетплейсах. Акция действует весь декабрь, поэтому у каждого будет возможность купить подарки близким на новый год с выгодой.Оформите заявку на кредитную карту UnionPay Газпромбанка.Получите и активируйте карту до 31 декабря 2023 года. Оплачивайте покупки на сайтах и в мобильных приложениях маркетплейсов из списка ниже.Получайте кешбэк 20% в течение двух месяцев: месяца получения карты и следующего на ним.Кешбэк будет начислен в течение 30 дней после месяца совершения покупок:20%, но не более 1 000 рублей за покупки в месяце получения карты;20%, но не более 1 000 рублей за покупки в следующем месяце.Максимальная сумма кешбэка за весь период акции - 2 000 рублей.Список маркетплейсов, за покупки на которых будет начисляться повышенный кешбэк 20%: Яндекс Маркет, Ozon, Wildberries, МегаМаркет, Lamoda, Aliexpress, Авито, KazanExpress.Карту могут оформить граждане РФ старше 20 лет.Выпускается кредитная карта UnionPay Газпромбанка карта бесплатно. Первый год обслуживание карты будет бесплатным, а со второго года - 3490 рублей в год. Льготный период по кредитке составляет 180 дней на весь срок действия договора. Снятие наличных до 50 000 рублей в месяц можно осуществлять без комиссии.Peкламa. Банк ГПБ (АО). erid=LjN8KLEsr
Кредитная карта UnionPay до 180 дней без %

Подать заявку
"
2023-12-01	1000Банков (1000bankov.ru)	"Шанс выиграть 5 млн рублей и 1500 рублей за каждого приглашенного друга в Тинькофф - акция по 28 декабря 2023
Тинькофф Банк дарит деньги и разыгрывает призы за приглашение друга стать его клиентом. Можно получить 1500 рублей за каждого друга и выиграть до 5 000 000 рублей к новому году.Общий призовой фонд акции составляет 100 000 000 рублей. 100 миллионов рублей будет поделено между 410 счастливчиками, которые приведут в банк нового клиента.Что нужно сделать, чтобы принять участие в розыгрыше:Закажите дебетовую карту Тинькофф Блэк на этой странице по 28 декабря 2023 года. Готовую карту привезет курьер за 1-2 дня.Рекомендуйте карту Tinkoff Black друзьям в приложении или личном кабинете на сайте Тинькофф.Получить 1500 рублей и билет на розыгрыш за каждого друга, потратившего с карты от 300 рублей до 31 декабря 2023 года.О победе вы узнаете и получите выигрыш на карту не позднее 31 января 2024 года.Розыгрыши будут проводиться каждое воскресенье декабря. 24 декабря будут определены 10 человек, которые получат по 5 000 000 рублей каждый.Чем больше друзей закажут карту по вашей рекомендации, тем больше бонусов и шансов выиграть вы получите.Призы:100 призов по 100 000 рублей каждое воскресенье декабря - всего 400 победителей.10 призов по 5 000 000 рублей - розыгрыш 24 декабря среди тех, кто успеет выполнить условия акции до этой даты.1 500 рублей на карту за каждого друга, который потратит с новой карты от 300 рублей в период акции.Реклaмa. АО «Тинькофф Банк». erid=LjN8KZw4a
Дебетовая карта Тинькофф Блэк

Оформить онлайн
"
2023-12-01	1000Банков (1000bankov.ru)	"Кэшбэк 30% в категории «Техника» новым держателям Альфа-Карты - акция по 31 декабря 2023
Альфа-Банк дарит 30% кешбэка в категории «Техника» своим новым клиентам, которые оформят карту в этом году. Действующие клиенты могут получать7% кешбэка за покупку техники. Также действуют и другие акции с повышенным процентом возврата за покупки по дебетовой Альфа-Карте.Акции по дебетовой Альфа-Карте, которые действуют по 31 декабря 2023 годаКэшбэк 30% в категории «Техника» для новых клиентов, которые оформят Альфа-Карту до 31 декабря:Закажите Альфа-Карту, выберите категорию «Техника» и покупайте с кэшбэком 30% до 31 декабря, максимум - 5000 рублей в месяц.Если у вас уже есть Альфа-Карта, выберите 7% на категорию «Техника» на декабрь в разделе Весь ваш кэшбэк.100% кэшбэка в Альфа-Пятницу во «Вкусно — и точка»:Каждую пятницу декабря заказывайте продукт дня во «Вкусно — и точка» в ресторане или в мобильном приложении, оплачивайте любой картой Альфа-Банка и получайте 100% кэшбэка.Акция действует только на 1 покупку 1 единицы продукта дня на одного клиента.Получить кешбэк можно еще 3 раза - 8, 15 или 22 декабря.Скидки до 30% на всё на Яндекс Маркете:Закажите Альфа-Карту до 31 декабря 2023 года и пользуйтесь скидкой на Яндекс Маркете на любые покупки.Размер скидки до 30%.Заказать бесплатную дебетовую Альфа-Карту с кешбэкомПостоянные условия кешбэка по Альфа-КартеДо 100% суперкэшбэка в барабанеКаждый месяц крутите барабан суперкэшбэка в приложении и выигрывайте до 100% в одной случайной категории.  Если категория по выбору совпала с кэшбэком в барабане, то процент суммируется.До 50% кэшбэка за покупки у партнёровКаждый месяц предложения с кэшбэком от партнёров банка обновляются, выбирать можно в приложении.5% кэшбэка в 4 категорияхВыберите четыре категории покупок и получайте за них кэшбэк 5% гарантированно.1% на всё вместо одной из категорийВместо одной из 4 категорий повышенного кешбэка можно выбрать 1% за все покупки в любых категориях.Рeклама. АО «Альфа-Банк». erid=LjN8K7iVx
Альфа-Карта с преимуществами

Оформить онлайн
"
2023-12-01	1000Банков (1000bankov.ru)	"Льготный период 13 месяцев по карте МТС CASHBACK - акция до 31 декабря 2023
МТС Банк запустил новогоднюю акцию «До 13 месяцев без %» по кредитной карте МТС Кешбэк. Получить карту нужно до конца декабря, чтобы успеть сделать покупки к новому году и не платить проценты за покупки, совершенные в первый месяц, больше года.Оформите кредитную карту МТС CASHBACK МТС Банка до 31 декабря 2023 года и получите льготный период 13 месяцев без процентов на все покупки, совершенные в первый месяц пользования картой.Подать заявку на кредитную карту МТС CASHBACKКак получить карту и сделать ее еще выгоднее:Заполните анкету и получите смс об одобрении карты.Заберите карту в офисе банка, магазине МТС или бесплатной доставкой курьером.Оформите подписку МТС Premium, чтобы получать 5% кешбэка в супермаркетах.Льготный беспроцентный период до 13 месяцев будет действовать на все покупки, которые вы совершите в первый месяц с момента активации карты. Со второго месяца льготный период будет стандартным для этой карты - 111 дней, что тоже немало!Выпуск, доставка и обслуживание карты всегда бесплатные без условий. Кредитный лимит по карте может составлять до 1 миллиона рублей.Peкламa. ПАО «МТС-Банк». erid=LjN8K844Y
Кредитная карта с кэшбеком МТС КЭШБЭК 111 дней без %

Подать заявку
"
2023-12-01	1000Банков (1000bankov.ru)	"Кэшбэк 1000 рублей при тратах от 3000 рублей по кредитке Тинькофф Платинум - акция по 31 декабря 2023
Новогодний подарок от Тинькофф Банка всем, кто решит оформить его лучшую кредитку до конца текущего года, - 1000 рублей на карта за предновогодние покупки.Если вы еще не клиент банка, оформите самую популярную кредитную карту Тинькофф Банка до 31 декабря и получите 1000 рублей в подарок за покупки. Сумма подарка фиксированная. Нужно только выполнить простое условия:Заполните заявку на получение кредитной карты Тинькофф Платинум по 31 декабря 2023 года. Карту бесплатно доставит представитель банка в течение 1-2 дней.В течение 30 дней с даты активации карты сделайте покупки на общую сумму не менее 3000 рублей.Получите 1000 рублей на карту в течение пяти дней.Заявка на кредитную карту Tinkoff PlatinumТолько сейчас можно оформить кредитку в уникальном лимитированном дизайне. Шесть дизайнов карты на выбор: суровая тайга, бескрайние просторы и звери из регионов нашей страны. Можно заказать и классический дизайн.По карте можно получать кэшбэк до 30% бонусами за покупки у партнеров по спецпредложениям. 1 бонус равен 1 рублю.Условия по кредитной карте Тинькофф Платинум:До 12 месяцев рассрочки за технику, одежду и другие покупки.120 дней без процентов на погашение картой других кредитов.Льготный период до 55 дней на любые покупки с карты.Кредитный лимит до 1 млн рублей.Pеклaма. АО  «Тинькофф Банк». erid=LjN8KcE9k
Кредитная карта Тинькофф Платинум

Подать заявку
"
2023-12-01	1000Банков (1000bankov.ru)	"Кешбэк 100% за оплату покупок на Ozon картой Тинькофф Блэк - акция по 31 декабря 2023
Тинькофф Банк сделал онлайн-покупки к новому выгоднее на 1000 рублей с картой Тинькофф Блэк. Акция действует по 31 декабря включительно, но только для тех, кто оформит карту впервые.Если вы планируете делать покупки на маркетплейсе Ozon, вы еще не клиент Тинькофф Банка, но вы думаете стоит ли оформить карту Тинькофф, то сейчас самое время это сделать! Банк вернет до 100% кешбэк за покупки на Ozon, оплаченные дебетовой картой Tinkoff Black по31 декабря.Как получить кешбэк 100% за оплату покупок на Ozon картой Тинькофф Блэк:Впервые оформите дебетовую карту по ссылке из этой новости по 31 декабря 2023 года. Обратите внимание: акция действует только при оформлении со специальной страницы!Платить картой на Ozon можно сразу, потому что ее реквизиты будут в приложении и личном кабинете Тинькофф моментально. Пластиковую карту доставить представитель банка бесплатно в течение 1-2 дней.Деньги за покупки на Ozon, сделанные по 31 декабря вернутся на карту - до 100% от суммы.Максимум можно вернуть 1000 рублей.Оформить карту Tinkoff Black с кешбэком 100% на OZONПосле 31 декабря 2023 года карта не перестанет быть выгодной. ее держатели смогут получать до 30% кешбэк у партнеров банка, до 15% в трех выбранных местах и категориях и 1% за другие покупки. Каждый месяц можно выбирать категории покупок. Кешбэк рублями, а не бонусами! Обслуживание карты будет бесплатным при постоянном остатке на картсчетах, вкладах, накопительных счетах и в инвестициях в Тинькофф Банке от 50 000 рублей или при условии, что на счет выдан кредит. Иначе обслуживание обойдется в 99 рублей в месяц.Снятие с карты и пополнение Тинькофф Блэк:Бесплатное снятие наличных в банкоматах Тинькофф до 500 000 рублей в месяц.Снятие без комиссии от 3000 до 100 000 рублей в любых банкоматах по всему миру.Пополнение без комиссии с карт других банков, наличными в банкоматах Тинькофф и до 150 000 рублей в месяц у партнеров банка.Peклама. АО «Тинькофф Банк». erid=LjN8KFpxb 
Дебетовая карта Тинькофф Блэк

Оформить онлайн
"
2023-12-04	1000Банков (1000bankov.ru)	"Кешбэк 10% за ж/д билеты по кредитке Тинькофф All Airlines - акция до 31 января 2024
Тинькофф Банк дарит кэшбэк 10% на поездки на поезде по России перед Новым годом и во время праздников по промокоду. Получить кешбэк за ж/д билеты можно, расплатившись за них кредитной картой All Airlines.Если у вас еще нет или в течение года не было кредитных карт Тинькофф:Оформите с промокодом VAGON10 и активируйте кредитку All Airlines до 31 января 2024 года строго на акционной странице.Купите, оплатив этой картой, ж/д билет (MCC:4011, 4112) в любой уголок России в течение 30 дней с даты активации карты.Получите кешбэк 10% бонусами.Оформить кредитную карту Тинькофф ALL Airlines с промокодомМаксимальное количество бонусов, которые можно получить по акции - 1000.Условия бонусной программы по кредитной карте Тинькофф All Airlines:До 10% за отели и аренду авто (при бронировании через Тинькофф Путешествия).7% за авиабилеты в Тинькофф Путешествиях.2% за авиабилеты на сайтах Аэрофлота, S7, Победы, Ural Airlines и Utair.5% за туры и билеты на поезд при бронировании в Тинькофф Путешествиях.2% за любые покупки.Меняйте мили на любые билеты от 6000 руб. или на пополнение счета Тинькофф Мобайл до 3000 рублей.Курс 1 миля равна 1 рублю.Срок хранения миль 5 лет.Pеклaма. АО «Тинькофф Банк». erid=LjN8KJnUx
Кредитная карта Тинькофф ALL Airlines - бесплатные авиабилеты

Подать заявку
"
2023-12-04	1000Банков (1000bankov.ru)	"«Новогодний бум с Халвой»: до 36 месяцев рассрочки и розыгрыш автомобиля и призов - акция по 14 января 2024
В Совкомбанке стартовал «Новогодний бум с Халвой». Для всех, кто активирует акцию, рассрочка в магазинах партнерах увеличится до 36 месяцев или будет начислен кешбэк до 5000 рублей, а также будет шанс выиграть главный приз - автомобиль и подарки от партнеров.Как принять участие в акции и розыгрыше автомобиля с Халвой:Оформите карту рассрочки Халва от Совкомбанка, если у вас ее еще нет.Активируйте акцию «Новогодний бум с Халвой» в мобильном приложении «Халва – Совкомбанк» в разделе «Акции и скидки».Совершайте покупки по карте Халва с увеличенной рассрочкой до 24 месяцев у партнеров.Играйте в новогоднюю игру и получайте промокоды на увеличенную рассрочку до 36 месяцев или на кэшбэк до 5000 рублей.Участвуйте в розыгрыше главного приза – автомобиля и лучших подарков от партнеров Халвы.Срок проведения акции с 4 декабря 2023 года по 14 января 2024 года.Принять участие в акции и розыгрыше автомобиляУ Халвы более 250 000 магазинов-партнеров. Каждый найдет для себя несколько актуальных. Рассрочка 24 месяца в первый месяц использования Халвы действует у всех партнеров. Со второго месяца срок рассрочки на новые покупки устанавливает партнер.Какие еще преимущества можно получать с картой рассрочки Халва:До 15% на остаток собственных средств в первые 3 месяца при наличии подписка «Халва.Десятка».Переводы в приложении или личном кабинете до 50 000 рублей в месяц без комиссии.Кешбэк до 10% при оплате сервисом Рау, платёжным стикером или в Интернете, в том числе гарантированный кэшбэк 10% за каждую поездку на такси «Яндекс Go», с подпиской «Халва.Десятка».«Халва.Десятка» - это платная услуга, с которой можно получать дополнительные преимущества. Стоимость подписки составляет 299 рублей в месяц или 2599 рублей за год. Годовая подписка будет бесплатной, если каждый месяц делать от 5 покупок на общую сумму от 10 000 рублей по карте Халва.Peкламa. ПАО «Совкомбанк». erid=LjN8KTAzF
Карта рассрочки Халва - «Всегда без переплат!»

Подать заявку
"
2023-12-05	1000Банков (1000bankov.ru)	"10% кешбэк за покупки в супермаркетах по карте Тинькофф Драйв - акция до 31 января 2024
В Тинькофф проходит новогодняя акция для автолюбителей. По кредитной карте Тинькофф Драйв банк вернет 10% бонусами за покупки в супермаркетах при оформлении с применением промокода.В акции могут принять участие все, у кого в течение последнего года до старта акции не было кредитных карт Тинькофф. Если у вас есть автомобиль и вы хотите получать бонусы за покупки для него, то именно сейчас можно оформить кредитную карту Тинькофф Drive еще выгоднее!Оформите кредитную карту Тинькофф Драйв с промокодом SALAT10 строго на странице акции и активируйте ее до 31 января 2024 года.Совершайте покупки в супермаркетах (MCC: 5297, 5298, 5300, 5411, 5412, 5422, 5441, 5451, 5462, 5499, 5715, 5921), оплачивая их новой картой, в течение 30 дней с даты активации карты.Получайте 10% бонусами за покупки.Оформить кредитную карту Тинькофф Драйв с промокодомМаксимально можно получить по акции 1000 бонусов. При оформлении не на акционной странице возможности ввести промокод и участвовать в акции не будет.Какие преимущества и бонусы дает кредитная карта для автомобилистов Тинькофф Драйв:10% за покупки на АЗС. Получайте бонусы за оплату топлива и любые другие траты на заправках.5% за любые автоуслуги. Оплачивайте картой автосервис, мойки, парковки.10% за любой полис в Тинькофф Страховании.5% за платежи через Тинькофф. Штрафы ГИБДД, сервисы «Московский паркинг» и «Автодор — платные дороги».1% за любые другие покупки. Возвращаем бонус с каждых 100 руб.До 30% по спецпредложениям. За покупки у партнеров банка: популярных магазинов, кафе и сервисов.Срок хранения бонусов 3 года.1 руб. за 1 бонус для автоуслуг, 1 руб. за 1,5 бонуса для покупок на АЗС.Рeклaма. АО «Тинькофф Банк». erid=LjN8KD5JQ
Кредитная карта Тинькофф Драйв для автолюбителей

Подать заявку
"
